Name,dfs_id,dk_salary,proj,p95,own,mc_prob,value,wave,CEIL,VAL,LEV,SAFE,DFS_SCORE_SE,kill_SE,kill_reason_SE,DFS_SCORE_3MAX,kill_3MAX,kill_reason_3MAX,DFS_SCORE_20MAX,kill_20MAX,kill_reason_20MAX,DFS_SCORE_150MAX,kill_150MAX,kill_reason_150MAX
Hank Lebioda,42464130,6400,39.25,76.5,0.78,0.419692,6.1328125,PM,70.75144508670523,82.03766721957425,90.40284360189577,35.27708384671393,69.81886611950662,True,mc_risk,72.1821261369619,True,mc_risk,73.14256865323136,True,mc_risk,74.37410301807755,True,mc_risk
Kevin Streelman,42464135,6300,39.19,75.52,0.73,0.418462,6.220634920634921,AM,69.84508670520233,83.21245391303096,85.66350710900478,35.047810100198234,68.91660465480508,True,dead_salary,71.13102109716937,True,dead_salary,71.90049822514867,True,dead_salary,72.99343758721827,True,dead_salary
Erik Van Rooyen,42464140,6200,39.11,75.5,0.73,0.411692,6.308064516129032,PM,69.82658959537575,84.38198584642822,92.77251184834127,33.785872487262274,70.15810201952031,True,dead_salary,72.64851554251494,True,dead_salary,73.62104566473462,True,dead_salary,74.87007769801629,True,dead_salary
Christo Lamprecht,42464144,6200,38.93,76.0,0.57,0.409385,6.2790322580645155,AM,70.28901734104049,83.9936259013411,47.7488151658768,33.355844411480405,62.4967005254258,True,dead_salary,63.66715310664889,True,dead_salary,63.31847224317617,True,dead_salary,63.701571216353685,True,dead_salary
Adam Schenk,42464147,6100,38.71,75.5,0.49,0.413538,6.345901639344262,AM,69.82658959537575,84.88812708633685,35.9004739336493,34.12996950845575,60.68521028823853,True,mc_risk,61.45225782273274,True,mc_risk,60.69656062989051,True,mc_risk,60.78770616944436,True,mc_risk
Neal Shipley,42464134,6300,38.59,76.0,0.47,0.403692,6.125396825396826,AM,70.28901734104049,81.93846890798329,14.573459715639817,32.29466112781062,56.1308641938121,True,dead_salary,56.35911527571158,True,dead_salary,55.098052124205864,True,dead_salary,54.8905826267559,True,dead_salary
Nick Dunlap,42464150,6100,38.2,74.5,0.53,0.399077,6.262295081967214,PM,68.90173410404627,83.76973533190566,71.44549763033177,31.434418574826957,65.55771110463579,True,dead_salary,67.50738978688533,True,dead_salary,67.8870089664225,True,dead_salary,68.7645436782676,True,dead_salary
Chandler Phillips,42464145,6200,38.17,75.0,0.52,0.397538,6.156451612903226,AM,69.36416184971101,82.3538839109733,54.85781990521329,31.14754678955244,62.502191222430255,True,dead_salary,63.97783171710326,True,dead_salary,63.91728209813362,True,dead_salary,64.51385926982319,True,dead_salary
Alejandro Tosti,42464141,6200,37.86,73.5,0.4,0.396154,6.106451612903226,PM,67.97687861271679,81.68504178332327,40.6398104265403,30.889567224367305,59.33915553604851,True,dead_salary,60.37340905988069,True,dead_salary,59.88379834694419,True,dead_salary,60.175513061459014,True,dead_salary
Peter Malnati,42464149,6100,37.83,74.5,0.53,0.394308,6.201639344262295,AM,68.90173410404627,82.95835307869085,71.44549763033177,30.545470203173835,65.17707586700148,True,dead_salary,67.17120196783365,True,dead_salary,67.59294158240033,True,dead_salary,68.51337239045932,True,dead_salary
Gordon Sargent,42464158,6000,37.44,73.5,0.21,0.387077,6.239999999999999,PM,67.97687861271679,83.47149753072398,19.31279620853081,29.197601535649476,55.82178391809351,True,dead_salary,56.3008252998213,True,dead_salary,55.15164980169685,True,dead_salary,55.03185408756501,True,dead_salary
Paul Waring,42464146,6200,36.52,73.52,0.52,0.366769,5.890322580645162,PM,67.99537572254337,78.79391774767474,69.07582938388627,25.412161499681456,62.36204550668213,True,dead_salary,64.52361982766551,True,dead_salary,65.08374146120909,True,dead_salary,66.16687612061918,True,dead_salary
Camilo Villegas,42464153,6100,36.01,72.5,0.3,0.357692,5.9032786885245905,PM,67.05202312138731,78.96722956287755,43.00947867298579,23.720195810963624,57.27722671344688,True,dead_salary,58.72254174551601,True,dead_salary,58.51044576502773,True,dead_salary,59.091245566542604,True,dead_salary
Kensei Hirata,42464148,6100,35.68,71.5,0.24,0.354154,5.849180327868853,PM,66.12716763005783,78.2435643100103,50.11848341232229,23.06070758724613,57.82149847446856,True,dead_salary,59.49456095007708,True,dead_salary,59.51213772400268,True,dead_salary,60.24162990733328,True,dead_salary
Davis Chatfield,42464132,6300,35.6,71.52,0.59,0.347538,5.650793650793651,AM,66.14566473988441,75.58977696616235,100.0,21.827475792979616,65.39829200129259,True,dead_salary,68.62983150644129,True,dead_salary,70.24850197639452,True,dead_salary,72.06625210547843,True,dead_salary
Brice Garnett,42464152,6100,35.16,72.0,0.45,0.335077,5.763934426229508,AM,66.58959537572257,77.1032433054922,59.59715639810429,19.504727699213735,58.612319196668096,True,dead_salary,60.756789411164995,True,dead_salary,61.17330415747353,True,dead_salary,62.23572844962104,True,dead_salary
Nick Hardy,42474775,6100,34.46,71.5,0.29,0.327538,5.649180327868853,AM,66.12716763005783,75.56819579941018,54.85781990521329,18.09944739435048,56.96609151203087,True,dead_salary,59.02939709207091,True,dead_salary,59.36864021995914,True,dead_salary,60.39526430914643,True,dead_salary
Justin Lower,42464142,6200,34.04,71.0,0.46,0.321846,5.490322580645161,PM,65.66473988439309,73.44318072647448,85.66350710900478,17.038450512100635,61.28388264863893,True,dead_salary,64.31516013399191,True,dead_salary,65.65429571291367,True,dead_salary,67.35749092173305,True,dead_salary
Jeffrey Kang,42464154,6100,31.41,68.0,0.21,0.267846,5.149180327868852,PM,62.89017341040465,68.87977452290986,54.85781990521329,6.972773835801971,51.83859367772788,True,dead_salary,54.39349305130227,True,dead_salary,55.09118240426343,True,dead_salary,56.48826529914759,True,dead_salary
Kyoung-Hoon Lee,42464156,6000,31.12,67.0,0.14,0.260615,5.1866666666666665,PM,61.96531791907517,69.38122337489665,52.48815165876779,5.624905168277611,50.94009346861878,True,dead_salary,53.47279911834943,True,dead_salary,54.09281522188151,True,dead_salary,55.445166170082864,True,dead_salary
Frankie Capan,42487480,6100,29.52,64.5,0.11,0.232308,4.839344262295082,AM,59.65317919075147,64.73514625648833,52.48815165876779,0.34844017427786994,47.844668473453744,True,dead_salary,50.59495459831791,True,dead_salary,51.41363954071577,True,dead_salary,52.94784181925556,True,dead_salary
Jimmy Walker,42464161,6000,28.94,62.5,0.08,0.228154,4.823333333333333,PM,57.80346820809251,64.52097058063974,50.11848341232229,0.0,46.61570274432988,True,dead_salary,49.2753266108614,True,dead_salary,49.99932135997373,True,dead_salary,51.445375662850154,True,dead_salary
Rafael Campos,42464157,6000,28.79,63.5,0.08,0.223231,4.798333333333333,AM,58.72832369942199,64.18654951681472,43.00947867298579,0.0,45.675011759391616,True,dead_salary,48.13986259356964,True,dead_salary,48.679116942243205,True,dead_salary,50.0174252363493,True,dead_salary
Brendon Todd,42464155,6000,28.64,62.5,0.08,0.220462,4.773333333333333,PM,57.80346820809251,63.85212845298972,50.11848341232229,0.0,46.44849221241738,True,dead_salary,49.108116078948896,True,dead_salary,49.85217609189072,True,dead_salary,51.311607237320146,True,dead_salary
Ryan Palmer,42464160,6000,27.09,60.5,0.1,0.184923,4.515,AM,55.953757225433556,60.39644412679789,71.44549763033177,0.0,48.50727337452062,True,dead_salary,51.76971344793925,True,dead_salary,53.22026019755394,True,dead_salary,55.119853984387625,True,dead_salary
Marcelo Rozo,42464159,6000,27.06,61.0,0.07,0.188154,4.51,PM,56.416184971098296,60.329559914032885,47.7488151658768,0.0,44.63783884572463,True,dead_salary,47.198627000122904,True,dead_salary,47.94952835710018,True,dead_salary,49.39039901127001,True,dead_salary
Charlie Crockett,42474772,6000,25.55,58.5,0.02,0.162,4.258333333333334,PM,54.10404624277459,56.96305453819439,52.48815165876779,0.0,43.72328698879347,True,dead_salary,46.38001246341199,True,dead_salary,47.327846301884684,True,dead_salary,48.861469631579396,True,dead_salary
Austin Wylie,42464162,6000,24.58,56.0,0.01,0.147385,4.096666666666667,AM,51.791907514450884,54.80046499212595,52.48815165876779,0.0,42.30402688551335,True,dead_salary,44.9145095855654,True,dead_salary,45.88097833585367,True,dead_salary,47.388489294620044,True,dead_salary
Pierceson Coody,42464062,7600,0.0,0.0,0.0,,0.0,PM,0.0,0.0,52.48815165876779,,,True,dead_salary,,True,dead_salary,,True,dead_salary,,True,dead_salary
David Lipsky,42464116,6600,0.0,0.0,0.0,,0.0,PM,0.0,0.0,52.48815165876779,,,True,dead_salary,,True,dead_salary,,True,dead_salary,,True,dead_salary
Matti Schmid,42464090,7000,0.0,0.0,0.0,,0.0,PM,0.0,0.0,52.48815165876779,,,True,dead_salary,,True,dead_salary,,True,dead_salary,,True,dead_salary
Ricky Castillo,42464060,7700,0.0,0.0,0.0,,0.0,PM,0.0,0.0,52.48815165876779,,,True,dead_salary,,True,dead_salary,,True,dead_salary,,True,dead_salary
Gary Woodland,42464055,7900,0.0,0.0,0.0,,0.0,PM,0.0,0.0,52.48815165876779,,,True,dead_salary,,True,dead_salary,,True,dead_salary,,True,dead_salary
Nicolai Hojgaard,42464042,9100,0.0,0.0,0.0,,0.0,PM,0.0,0.0,52.48815165876779,,,True,dead_salary,,True,dead_salary,,True,dead_salary,,True,dead_salary
Daniel Berger,42464049,8400,0.0,0.0,0.0,,0.0,PM,0.0,0.0,52.48815165876779,,,True,dead_salary,,True,dead_salary,,True,dead_salary,,True,dead_salary
Collin Morikawa,42464039,9400,0.0,0.0,0.0,,0.0,PM,0.0,0.0,52.48815165876779,,,True,dead_salary,,True,dead_salary,,True,dead_salary,,True,dead_salary
